ticker,composite_score
APA,2.3273969777981502
CNX,1.836179687283831
AMZN,1.3336927174292164
KMI,1.2029031952147462
ANET,1.0938623580376006
AOS,0.7267141428466923
APH,0.6214775222742357
CMI,0.5689704532586632
KEYS,0.5556160905493506
CNP,0.3814895946047836
COP,0.358588633338336
KMB,-0.43402116439641847
KDP,-0.4777589220639182
KKR,-0.49707076684512863
KIM,-0.5154802762252617
KO,-0.5493450647599172
COST,-0.8184794566212594
KMX,-0.9383639192179273
KG,-1.0146884400767566
COR,-1.0671591433853593
KR,-1.5500819208461758
ANF,-2.341427387641719
