ticker,composite_score
KEY,2.2116859181597537
AAL,1.4056998243899785
KEYS,1.0253905197288293
KG,1.0240917266724345
KLAC,0.9429464601838407
JPM,0.9257272398726661
ANET,0.9190825035717063
APH,0.7776040268376536
CMI,0.6285277497667507
COP,0.35188394624639774
KHC,0.339452165643115
KMI,-0.43460300584547606
KDP,-0.46070970854711035
A,-0.5027446087860545
CNC,-0.6046099349357017
KMX,-0.6585250529965171
KIM,-0.8390205289802204
IVZ,-0.9170730576379219
AN,-1.1827282432701671
KMB,-1.1894238678198803
COR,-1.7071273880341566
ANF,-1.9519754637787825
