ticker,composite_score
ANF,1.8974085843016715
COP,1.5314500380316
AMZN,1.5171430498396012
KG,1.3525690388690028
AA,1.2668793696044038
ANET,0.7685098813830442
KDP,0.7023208907926187
COST,0.6490541582079621
KR,0.3786568888734094
CNC,0.36221183381119654
COR,0.35959343346343753
APH,-0.44971005464693514
JNJ,-0.45358281159870995
KIM,-0.46561402350963677
AN,-0.4683706528594822
KLAC,-0.7291554091885857
JBL,-0.9450272454342084
KMB,-0.9484242779884373
CNP,-1.057852082614643
IVZ,-1.408936994354996
KHC,-1.7539878331432435
AAL,-1.9714452916573815
