ticker,composite_score
AA,2.7835559234234997
KKR,1.1768467313821183
CMI,0.7358449264887152
KG,0.6810533081785566
KLAC,0.6722650637320886
KEY,0.6242511698586231
COR,0.5912761296211788
AMZN,0.5152769162206766
AN,0.5095661183806428
KMI,0.5059461228374766
KMX,0.5040281467559928
KDP,-0.4098682176776047
KR,-0.5335320336823444
KO,-0.5568857126900668
APD,-0.5760565100993411
JNJ,-0.6781247701690378
APA,-0.6870249886952725
IVZ,-0.8751995845319102
KIM,-0.947484860764825
CNX,-1.0229005312759498
ANF,-1.8656301388332506
KSS,-2.01410609239006
