ticker,composite_score
KEY,2.0233024935898034
CNX,1.598210216500342
AA,1.5093588393456172
KSS,1.4991618523398615
JPM,1.0422651242499692
AAL,1.0124393153958515
ANET,0.9484955286241576
KEYS,0.8294622909945768
JBHT,0.8235117177382272
CMI,0.7079215216795569
APA,0.6512863465503198
AMZN,-0.7961858680918122
AN,-0.8389568142970408
KDP,-0.9196904305143537
KMB,-0.934503587595227
JNJ,-0.9692159059256302
CMS,-1.022466279750226
KO,-1.1453993889305942
KHC,-1.1747233748403862
KIM,-1.2624021851925695
CNC,-1.459709780919134
ANF,-1.794267265668042
