ticker,composite_score
KEYS,1.8927180744655172
KG,1.8191601776024053
KSS,1.2922861005436528
AMZN,1.1694861018408074
JBHT,1.0274524449252496
KLAC,1.0121067520890337
CNC,0.9923611152524074
CNX,0.9357365486736137
COP,0.9121840455515207
KMX,0.6495164598138191
KKR,0.6157227651394672
APA,-0.5268349267685324
AAL,-0.5829492952632036
AN,-0.6832581947946438
AA,-0.7377250106368006
KHC,-0.7895530036550102
KMB,-0.8935197245109149
JNJ,-1.024554343831344
A,-1.0456684656705184
COR,-1.19289364986204
IVZ,-1.3347982132881613
CMI,-1.6117412337159787
