ticker,composite_score
CNX,1.5631566031246238
A,1.1898817774026638
AMZN,1.1067875762320463
KEYS,1.10347981260195
APA,1.0130175630422853
CNP,0.9312237520884268
ANET,0.7243649859715576
KHC,0.6551147861824635
AOS,0.648261146040329
KLAC,0.635689839839646
AON,0.5476616390039869
COST,-0.24814221523410038
KR,-0.3089086318715949
AN,-0.5129908580496382
KKR,-0.596983530110787
KMI,-0.6198182428869013
COP,-0.7768576930943056
AA,-1.1717734406921927
AAL,-1.4361566050639896
COR,-1.5823226108905029
KSS,-2.1051970931154993
ANF,-2.3643566038951938
