ticker,composite_score
ANET,1.9552553539440138
AA,1.8389179710552097
ANF,1.6589487368014422
CNC,1.2806570255736973
A,0.9850288534815959
APH,0.6124179311526889
JBL,0.5926962807841784
CNP,0.5783297610731987
JBHT,0.5524611750879337
CMS,0.519861661066241
AON,0.40988499833029574
KEY,-0.4116227602503909
COP,-0.46159360840328956
KIM,-0.5072932150753213
KMI,-0.5124778516343472
KHC,-0.6495794583966601
AAL,-0.7294344283111249
COR,-0.9375367757925398
CNX,-1.0938301943020106
KR,-1.397355674799419
APA,-1.9481176376811506
KG,-3.0
