ticker,composite_score
APA,1.5290956246295024
ANF,1.4539371133373533
CNX,1.3463152926778472
CNP,0.8851761026767908
KLAC,0.831726397770875
CMS,0.7358418967388759
JBHT,0.5304163412293149
KIM,0.5299851081852389
KO,0.5175071038506966
AON,0.51589997424522
APH,0.43704177056715676
KDP,-0.35670823957931974
JPM,-0.39867840032390955
AAL,-0.5170738419468692
KSS,-0.6692841710522732
KR,-0.6959812923624683
KEY,-0.7589046754767828
COR,-0.9381427492809362
JBL,-1.3102541879102363
ANET,-1.3755617779020675
KMI,-1.6740335139670992
AN,-1.7967657742892227
