ticker,composite_score
AA,1.3195503937406095
JBL,0.8635181409948806
KEYS,0.8399750455768914
ANET,0.8001022939119549
AON,0.7943731411833806
CNX,0.7078231177636258
CMI,0.642715007392948
KKR,0.6391434633669555
KMX,0.4917860969593968
AMZN,0.45996826175408356
A,0.4545462220840286
APD,-0.35525883984412254
COST,-0.4606533424937369
APA,-0.4843175437039986
JBHT,-0.48960978851821374
AOS,-0.5508218938141283
AN,-0.5618156159370551
KEY,-0.592339746086311
KMB,-0.7864596374887957
KR,-0.8171011439101469
KG,-1.3632819905295428
ANF,-2.7050051319559545
