ticker,composite_score
AMZN,1.9225550538646903
ANET,1.64530883305442
AA,1.0993657592852266
A,1.0484137242960734
KEYS,1.0124151655494318
JPM,0.8438995181478414
JNJ,0.8401687456130527
APD,0.8118441086287688
CMI,0.7807975216080589
APH,0.6564000067077311
KLAC,0.5624318941358211
CNX,-0.6399007594637459
KHC,-0.6791424997234906
KR,-0.7818958045734128
KDP,-0.7977549746493013
KSS,-0.8510168077548895
KG,-0.9323264432225308
KMB,-1.0417120550152026
KMI,-1.0730597708459748
KIM,-1.1943431967164087
COR,-1.3539775960385887
APA,-1.6718233868485692
