ticker,composite_score
CNX,2.41112631643711
KMX,0.938606583096594
AA,0.7811750260124215
AAL,0.6499410618486514
CMI,0.5664641438063445
A,0.5024050186987443
KKR,0.4553951940964073
AOS,0.41954895925838415
KG,0.4087191588951624
AMZN,0.34762426746964165
AN,0.24049022265648692
JBHT,-0.2995886368516123
JPM,-0.3008777303499659
COR,-0.3347116164065484
KHC,-0.4265183979984324
AON,-0.4873039557705567
KEYS,-0.501561624554697
APA,-0.6892947554855842
KO,-0.9175191973048248
KMB,-0.9873124754279932
COP,-1.2884765279468622
KR,-1.4573917127110625
