ticker,composite_score
KDP,2.232148151806921
CNX,1.042055119241494
KO,1.0109181174096196
KR,0.9516467729546281
KSS,0.9426701990187701
AON,0.9311266920094041
JNJ,0.8435233997156194
CMS,0.8187331912114295
COST,0.7205037407319782
KIM,0.553519957448345
KMI,0.3601664438685681
KEY,-0.44901422696404936
JBL,-0.4651227322422983
ANF,-0.5617206208947214
IVZ,-0.700518365002201
KLAC,-0.7137459999323823
ANET,-0.8532468793225692
AMZN,-0.9112877281607359
APA,-1.1039137112141642
AAL,-1.2083276528437992
AA,-1.2978804555035064
AOS,-1.3376472663590189
