ticker,composite_score
AMZN,1.5285551448230996
CNC,1.3773056294518142
KEYS,1.1997601414281485
ANET,1.0821514439077555
KSS,0.9635579262187188
KR,0.882220327838878
COST,0.7816805178836634
COP,0.5555138161140999
KMX,0.5174715742353571
COR,0.32674923024594094
KDP,0.2871218715377191
APA,-0.19502243597595853
AA,-0.2690046148982115
KO,-0.3568435995208854
CMI,-0.4773213889328981
AOS,-0.5202051958718819
AAL,-0.5227246123590363
KHC,-0.6612102017396948
ANF,-0.7718303935862545
AN,-0.8223887462986168
IVZ,-1.345474758785668
KG,-3.0
