ticker,composite_score
ANF,2.739048041606954
ANET,1.9503576451641258
AN,1.308991133946554
KSS,1.0017516699500764
KR,0.9541647379240298
CNC,0.8411815393836193
COST,0.7499540587737663
AMZN,0.5913706109187213
AOS,0.3970502213559115
JBHT,0.32878432929334694
APH,0.32436338791975555
KO,-0.34160202550735885
JBL,-0.4166322354704402
AON,-0.4257267962982637
CMI,-0.5567440825269354
KIM,-0.6068627431972509
KLAC,-0.632614146753056
KMX,-0.7729773809901039
APA,-0.7960855781021465
AA,-0.8885223714977215
KMI,-1.1771601304081436
KG,-2.84056369223498
