ticker,composite_score
ANET,2.564688651357005
JBL,2.1740928975256217
KLAC,1.1782420206348763
AMZN,0.7233390796934308
COP,0.6690828944648528
KKR,0.6525345252555645
KDP,0.5862277164487035
A,0.5751205665899679
AA,0.5699100129698782
CMI,0.540290287306728
CNP,0.4616187086320408
IVZ,-0.5573107489104017
JBHT,-0.6623860126321823
AAL,-0.8438712378190059
APA,-0.8478566100276846
ANF,-0.9223289611877056
KMX,-0.9315511813416473
KSS,-0.9835389241710936
KG,-1.1456804443336068
KR,-1.2609507716395694
AN,-1.3961849895366591
KIM,-1.735569468830226
