ticker,composite_score
ANF,2.1339455041903794
AMZN,1.5342728394246796
JBL,1.2588676869374358
ANET,1.012012129487287
A,0.894621688222845
AOS,0.6839906453090415
KLAC,0.435305505879254
COST,0.4079899777859576
KDP,0.37030211572726063
JPM,0.3288965180646653
KO,0.21000787190617493
CNX,-0.2954632612337085
APD,-0.2956624350862983
KSS,-0.5743064804676342
KKR,-0.592602522380173
KMX,-0.6377445316310921
CNC,-0.6788668339955196
KEYS,-0.794706717251312
CMI,-0.8133784632633309
CNP,-0.9196736935762406
AAL,-1.0508867641190778
KMI,-2.062706753308271
