ticker,composite_score
ANET,1.3061354911632919
ANF,1.2646018630986608
KSS,1.1396755233375104
CNC,1.1059717481930988
KMX,1.0191157048543213
AA,1.0090520868969663
JBHT,0.9733131807660116
KLAC,0.88802894669464
CNX,0.7945016939585057
COP,0.7547851191495196
KKR,0.39224792485384075
AMZN,-0.5350007203921189
JNJ,-0.5508073470547808
CMS,-0.7945837930356504
KMI,-0.8257706575335422
KIM,-0.8486893918284871
KDP,-0.8518978309667503
KG,-0.9745201120555808
KMB,-1.0266696187345017
JBL,-1.1552284411730736
KHC,-1.2576399130897156
KR,-2.1820040008315686
