ticker,composite_score
AMZN,2.7006123728073472
KR,0.9366751602034213
KG,0.9365060166496908
KDP,0.8320787737177178
ANET,0.7976629171269793
KMB,0.6621495230977819
KKR,0.6345550802588384
KIM,0.6104413600050216
COST,0.5493676781388707
AOS,0.5434606600030649
CMS,0.4995991497439696
KSS,-0.2435583210896693
CNC,-0.244180806336458
AAL,-0.3838305642954302
JBL,-0.4619931080478648
KLAC,-0.6964383272616715
KMI,-0.8378697202049812
ANF,-0.9207027462371538
COP,-1.5709784301688616
AA,-1.5737397195197798
APA,-1.9386484885019222
CNX,-2.7577127631116136
