ticker,composite_score
AA,2.6100371203121258
KSS,1.8542692705865442
ANF,1.018777236419602
ANET,0.9976441375001521
COP,0.7404222324267818
JBHT,0.5028930122315097
COR,0.45494378811445635
KEY,0.4308362432471908
KDP,0.42418654672792877
KKR,0.41399984214084673
KR,0.4077969822289401
AN,-0.4405769539280897
APA,-0.6353003908370511
KIM,-0.6404898371549265
KEYS,-0.670701178822646
CMS,-0.7923863415794853
AON,-0.803451230935859
CNP,-0.8465541885689684
KHC,-1.0538094200224601
KMX,-1.0660233416542901
KG,-1.2567122975734548
JBL,-1.502658664283686
