Price,Close,High,Low,Open,Volume
Ticker,HPE,HPE,HPE,HPE,HPE
Date,,,,,
2020-01-02,13.350839614868164,13.359096352733557,13.185708794589587,13.210478220779908,8601700
2020-01-03,13.020578384399414,13.177452471753409,12.971038743052638,13.127912830406634,7802100
2020-01-06,12.979291915893555,13.028830756226608,12.871956711964378,12.888469396273505,9155300
2020-01-07,12.91324234008789,13.01644919795731,12.855445964245046,12.95452445331099,8548500
2020-01-08,13.012321472167969,13.049476005829447,12.789394270199097,12.855446599507086,7624900
2020-01-09,12.938014030456543,13.045349275919754,12.756369708333725,13.045349275919754,10668500
2020-01-10,12.772880554199219,12.995806950831318,12.764623816848374,12.938011364187036,7536800
2020-01-13,12.838932991027832,12.929754740467855,12.756367191605396,12.772880666452211,10123800
2020-01-14,12.830673217773438,12.938008416663983,12.797647063299857,12.855442636777216,7669100
2020-01-15,12.789396286010742,12.921500965448514,12.739857424924578,12.797653025327103,6933900
2020-01-16,13.020578384399414,13.045347811369858,12.810036286635922,12.880216985890419,6821800
2020-01-17,12.467388153076172,13.037089634981763,12.368308881313132,13.037089634981763,18728200
2020-01-21,12.302255630493164,12.417847580560824,12.170150994647688,12.393078158191233,13327600
2020-01-22,12.409595489501953,12.442621660826672,12.30226023584511,12.351799886535206,12116300
2020-01-23,12.516928672790527,12.53179095924227,12.211436441715454,12.417850175204496,6112100
2020-01-24,12.186664581298828,12.566465806593694,12.132996580358324,12.508669437318861,9582700
2020-01-27,11.988508224487305,12.07932997016162,11.80686394573289,11.938968589406723,11602000
2020-01-28,12.071074485778809,12.17015297881624,11.988509468617217,12.038048321433,6350800
2020-01-29,11.905943870544434,12.17840992797444,11.89768713246331,12.17840992797444,7123700
2020-01-30,11.905943870544434,11.980252938462778,11.683016666789399,11.77383921086999,6938000
2020-01-31,11.501370429992676,11.839888737101044,11.402291958697962,11.815119316128788,12204300
2020-02-03,11.674759864807129,11.922455689932137,11.567424639796906,11.60870753978635,9186200
2020-02-04,11.905943870544434,12.149512132096392,11.872917705625822,11.947226773544166,8307900
2020-02-05,12.294000625610352,12.310513312656505,12.054560757897594,12.054560757897594,7683700
2020-02-06,12.318767547607422,12.450872166765842,12.219689083238604,12.37656312163782,6328900
2020-02-07,12.170151710510254,12.211434608491707,12.08758670195313,12.170151710510254,6361800
2020-02-10,12.19492244720459,12.203178397231989,12.013278160702866,12.095843172817599,6762800
2020-02-11,12.277488708496094,12.372438836421384,12.219693115394769,12.269231970222789,4978600
2020-02-12,12.409595489501953,12.533444222524174,12.343543146852516,12.376569318177236,7822300
2020-02-13,12.137126922607422,12.236205416527604,12.013279002058665,12.21969272791051,9028500
2020-02-14,11.922457695007324,12.23620668532409,11.848149407416422,12.16189761032723,8115900
2020-02-18,11.872916221618652,11.88942890831108,11.732554841406989,11.76558100219763,5494800
2020-02-19,11.947223663330078,12.013275975971938,11.864657878824914,11.872914614756567,7303100
2020-02-20,11.947223663330078,12.104097709003074,11.864657878824914,11.905940771077496,9141800
2020-02-21,11.707785606384277,11.930711998463016,11.633476546556098,11.83989025167624,8480200
2020-02-24,11.319729804992676,11.575683195199208,11.2371639920471,11.34449923391397,11045100
2020-02-25,11.005980491638184,11.385781802589042,10.890388514424991,11.377525064058258,11244300
2020-02-26,10.766538619995117,11.204135445939475,10.74176919633187,11.096800226857692,10242600
2020-02-27,10.386738777160645,10.799566235036364,10.337199923162855,10.52710017583086,12311300
2020-02-28,10.560126304626465,10.56838304273298,9.957398596156773,10.139042110064802,23265400
2020-03-02,10.642692565917969,10.642692565917969,10.18858218692022,10.560126756134407,15540800
2020-03-03,10.39499568939209,11.005980148303577,10.258762657507692,10.419765116805825,15309400
2020-03-04,10.122529029846191,10.139041718014836,9.437235541621604,9.825292768752059,26220800
2020-03-05,9.734468460083008,9.88308655161891,9.602363839786937,9.742725195702924,17618300
2020-03-06,9.899601936340332,9.969782633445574,9.412465425539926,9.453748327496985,16163800
2020-03-09,9.197795867919922,9.503288086379863,8.875790173507939,9.239077982988285,14914600
2020-03-10,9.615119934082031,9.677718209469388,9.131024641001838,9.506615885286493,14684200
2020-03-11,8.822203636169434,9.364723747539305,8.763778699552702,9.348030453660202,16335600
2020-03-12,7.611968994140625,8.304724889279791,7.495118304895631,8.162835050903798,16073900
2020-03-13,8.229606628417969,8.254646573475956,7.461732491537406,8.087716790343505,13959100
2020-03-16,6.969292163848877,7.386615028846291,6.334961218017562,7.144567798986999,20677100
2020-03-17,6.902520656585693,7.2280319859807225,6.410079144302365,7.086142146405379,16205300
2020-03-18,7.119526386260986,7.236377050923875,6.201416352136957,6.518581759667627,16350700
