Price,Close,High,Low,Open,Volume
Ticker,IFF,IFF,IFF,IFF,IFF
Date,,,,,
2020-01-02,108.59461212158203,110.22927657820425,107.9816113264539,110.16967314396426,881200
2020-01-03,107.57295227050781,108.79895397822082,107.06212039082064,107.53889594578469,1072800
2020-01-06,106.86628723144531,108.01566696281,106.86628723144531,107.53037575234147,1170300
2020-01-07,106.6875,107.74322650729708,105.99787733448153,105.99787733448153,1244700
2020-01-08,105.69136810302734,106.95142594385595,105.64879607970212,106.28733745610784,756100
2020-01-09,105.26568603515625,106.17667157777272,104.13333763767068,105.62326768838973,1121500
2020-01-10,107.2664566040039,107.8879731905187,105.5125980241968,105.82761417018102,1004900
2020-01-13,108.43285369873047,108.5265069653123,106.34695420612722,107.2749646715185,839900
2020-01-14,110.08454132080078,110.42509154188605,107.76876344217798,108.15188568868845,1744400
2020-01-15,110.6294174194336,111.11470208118062,109.49706922048148,109.83761940447388,1051800
2020-01-16,113.34535217285156,113.5667085001969,110.49319557661003,110.72307410307143,819400
2020-01-17,114.83526611328125,114.98850978227236,113.09842658444963,113.54966137579731,929400
2020-01-21,114.7671890258789,115.81439339507538,113.6688904267075,114.1116161483744,912500
2020-01-22,115.70372009277344,116.47848693407516,114.6054343767788,115.01409731864184,707000
2020-01-23,115.83142852783203,116.60619531785987,113.96688530418345,115.45681544293244,952100
2020-01-24,115.61004638671875,116.85307939548719,115.09069884753691,116.03574066502654,687800
2020-01-27,114.06903839111328,115.44829672567143,113.86471344611115,114.83529590834753,889900
2020-01-28,115.32059478759766,115.62709523385094,113.83918679000715,114.82678779134737,752100
2020-01-29,114.9800033569336,116.93819922984089,114.80120608096334,116.22302311711562,710300
2020-01-30,113.20913696289062,113.32833084069713,109.95682645377865,113.26021819749937,1869000
2020-01-31,111.62556457519531,113.2431977869806,110.51875675026662,112.86859769974961,1367300
2020-02-03,115.65262603759766,116.08684254444026,111.44676421204478,111.94057116637683,1096500
2020-02-04,119.18587493896484,119.71373162587302,116.9807689589711,117.16807545906566,1171600
2020-02-05,121.4676284790039,122.26793596332084,119.64565711751767,120.19054538475203,1102200
2020-02-06,121.07599639892578,122.48929181031733,120.96531170741234,121.75709698656273,962200
