Price,Close,High,Low,Open,Volume
Ticker,EQR,EQR,EQR,EQR,EQR
Date,,,,,
2020-01-02,63.263301849365234,64.61945924508231,62.930213319136776,64.492564918907,1797800
2020-01-03,64.0801773071289,64.17534201127427,62.97780844597408,63.009525980252434,1326500
2020-01-06,64.26258850097656,64.5956771090069,63.580546465111055,63.95329107199755,1764300
2020-01-07,63.31089782714844,64.12776048507693,63.057115195067205,63.33468900349118,1194800
2020-01-08,63.44572448730469,63.80260426728346,63.160218243059354,63.382277310659994,2388900
2020-01-09,63.770904541015625,63.83434568472383,63.26333303674767,63.390227425479026,892800
2020-01-10,64.44499206542969,64.47671565164678,63.572614621753594,63.90570320104995,1291000
2020-01-13,65.25390625,65.27769742113387,64.2863582861967,64.2863582861967,1397500
2020-01-14,64.36568450927734,65.03186165114529,63.98500753488477,64.94462330390232,1223500
2020-01-15,65.08739471435547,65.23014786356036,64.42914374576308,64.73844122726419,1228100
2020-01-16,65.43634033203125,65.45219910196597,64.73843344177942,65.18255765848228,1021600
2020-01-17,65.42839050292969,65.65838193501854,65.02392239472829,65.38873451266608,1797400
2020-01-21,66.06285858154297,66.07871734930534,65.3332282007114,65.77735235657744,1577300
2020-01-22,65.34115600585938,66.44352483265753,65.1111645602508,66.32456290552828,1427400
2020-01-23,65.88838195800781,65.91217313500617,65.07151927756878,65.36495186142238,1308500
2020-01-24,65.63459777832031,66.04699228814113,65.24598839428417,66.02320111170121,1117900
2020-01-27,65.30149841308594,65.83286086782185,65.1270277816473,65.38873675413267,1198900
2020-01-28,65.60285949707031,65.88043324444845,65.21425625074092,65.41252407753299,1473500
2020-01-29,65.2459945678711,69.41755266694885,64.4053406506232,68.36276604016993,2311000
2020-01-30,66.59423065185547,66.61008942333658,64.89705772250768,65.00015486377686,1820300
2020-01-31,65.88838195800781,66.80834175565818,65.72976402692645,66.61007387979801,1514200
2020-02-03,65.69805145263672,66.51492032064996,65.55530436672014,66.10251968136959,1560500
2020-02-04,66.33250427246094,66.61007810614589,65.79321537387769,65.82493896210678,815100
2020-02-05,66.07079315185547,66.78455880298128,65.84873407165102,66.26906105213175,976500
2020-02-06,66.51490783691406,66.64972853763595,66.19767803177321,66.23732797575627,1141500
2020-02-07,66.77662658691406,66.97489448776672,66.47526155585423,66.71318545713989,1517500
2020-02-10,67.36348724365234,67.38727841775649,66.88763955895078,67.20486933186693,1477800
2020-02-11,67.2445297241211,67.64106545355878,67.01453827496863,67.29211207544401,1265200
2020-02-12,67.2445297241211,67.62520063601444,66.8004116433605,67.13350020393095,1418200
2020-02-13,67.5855484008789,67.74416026701165,67.10970675182583,67.10970675182583,1202500
2020-02-14,68.56896209716797,68.56896209716797,67.76795817708253,67.86312893661378,939200
2020-02-18,68.41828155517578,68.88619692695215,67.7600367517907,68.74344380258972,879800
2020-02-19,67.68070220947266,68.41825876455039,67.67277585289987,68.3548176586988,1068500
2020-02-20,68.52140808105469,68.57692286774324,67.47455349588634,67.72833624227086,1023800
2020-02-21,69.00514221191406,69.10823931269587,68.28344435447805,68.34689151679967,1517400
2020-02-24,68.03759765625,69.14789885125377,67.99001530739353,68.49758053071159,1059000
2020-02-25,66.22940826416016,68.37069907511487,66.13423749786995,68.23587836086232,1270500
2020-02-26,66.11044311523438,67.07799134833498,66.10251070576396,66.55456123508819,1997300
2020-02-27,62.22438049316406,66.11836391986519,62.216448085085915,65.34908370395694,2179500
2020-02-28,59.559669494628906,61.19340092800679,58.132144399741655,61.19340092800679,3257500
2020-03-02,62.708168029785156,62.7319592084888,59.662776142601835,59.92448515899778,2325400
2020-03-03,62.3036994934082,64.29431079284056,61.859581358327496,62.72402644991755,2805400
2020-03-04,64.26258850097656,64.3815504468891,62.51783346311257,63.19987549897807,2379500
2020-03-05,62.94609451293945,63.8105396449711,62.03406097088297,63.382280258683984,1623600
2020-03-06,61.574066162109375,62.018184232621216,59.742073070593115,61.304424776628586,2233500
2020-03-09,59.06002426147461,59.940333941923356,57.97351433633542,58.013170324002346,3436000
2020-03-10,63.390193939208984,63.39019393920899,59.58344899740996,60.39238517160304,4259800
2020-03-11,59.559669494628906,61.88336927280621,59.21864850156344,61.86751050481372,3700900
2020-03-12,55.52293395996094,60.21791549613974,54.16678250528708,55.800507757586296,5119200
2020-03-13,58.377986907958984,58.861760951562815,54.951918662669904,58.6872842734559,4670800
2020-03-16,48.50424575805664,54.59503120809854,48.456660385865845,54.380904596558054,4111800
2020-03-17,52.7075309753418,53.04061955199277,48.258399392207686,50.01108970018586,3220800
2020-03-18,48.27425765991211,51.31965210763614,46.48191753835652,49.32904412626864,3663700
2020-03-19,48.06806564331055,49.90799134039469,46.799149387348116,47.980827291455455,3510900
2020-03-20,44.289554595947266,49.03171552504535,43.75285557365448,48.29475932217012,3495100
2020-03-23,41.165489196777344,44.37766474802478,39.74764651166849,44.289549764743064,3682000
2020-03-24,41.7742919921875,43.61668579658838,40.56471829512028,42.527269479348455,3835100
2020-03-25,43.71280288696289,46.36424943992979,40.19623372686098,41.39779511035249,3843900
2020-03-26,47.445655822753906,47.56581318937119,42.72752504447804,43.712805061262024,3252400
2020-03-27,50.20924758911133,51.61106926832547,45.667343759478534,45.88362518524474,2830600
2020-03-30,50.12913131713867,51.178492738014974,47.533757957353735,50.85807827327092,3550300
2020-03-31,49.43223571777344,50.08107997981,47.29345787283035,49.43223571777344,5240400
2020-04-01,46.220062255859375,48.03041341250087,43.96112707851364,47.31748747396866,2907300
2020-04-02,43.71280288696289,46.50843705040707,42.647420049245966,45.06656094563436,3175700
2020-04-03,43.46446990966797,44.393677060842066,42.28694208075029,43.232170413670424,2757900
2020-04-06,48.150569915771484,48.438945134244996,45.24279053713498,45.73943504910127,2530800
2020-04-07,48.607154846191406,51.06634979994214,48.535061053656484,50.10510025138585,2742400
2020-04-08,52.26792907714844,52.70049198219638,48.591150495699175,49.127849593976244,3264600
2020-04-09,55.608253479003906,56.5614940314065,53.08497361829249,53.08497361829249,3806000
2020-04-13,53.269222259521484,55.22376409959734,52.98084703356087,54.96743124446095,1482700
2020-04-14,55.20772933959961,55.98473987753356,54.35862806463979,54.68705160796237,1580600
2020-04-15,52.86069107055664,54.44675485533811,52.11572273567492,53.55759890365808,2252300
2020-04-16,52.25189971923828,53.71779989693266,51.72320980061047,52.94078925913801,2300400
2020-04-17,55.90464782714844,56.193023053903666,53.13304691351864,53.54157339187408,1790400
2020-04-20,52.55629348754883,55.49611209860711,52.50022086948761,54.87931329993371,2056000
2020-04-21,51.11442947387695,52.436145346391484,50.88212684066801,50.90615709385202,2757700
2020-04-22,52.59635543823242,52.97283957779124,51.7472478152614,52.04363518789235,1703500
2020-04-23,51.11442947387695,52.8126356101626,50.689875648008766,52.732532729063195,1989100
2020-04-24,51.25861358642578,51.73122788622524,48.98365708402768,49.680561880095084,2210600
2020-04-27,52.30797576904297,52.63639937612387,51.38677746676484,51.94750367956508,1375600
2020-04-28,51.963531494140625,54.062254987622225,51.554998875888394,53.725819236806394,1962100
2020-04-29,52.72451400756836,53.733827295159784,51.70719471088984,52.62038088632011,2047000
2020-04-30,52.11572265625,52.243892142745395,50.91416427764314,52.139752907103514,1843100
2020-05-01,49.91286087036133,51.3387096756879,49.71260064018038,50.73793204087367,2073100
2020-05-04,50.0650520324707,50.10510346295103,48.18260729834112,49.31207474996452,2262600
2020-05-05,49.99297332763672,50.91417178542505,49.69658898573328,50.63380557596681,2763300
2020-05-06,48.8795166015625,50.79400388389063,48.719307808722675,50.20123226710183,2807300
2020-05-07,50.5056266784668,51.346718988083886,48.99165991001035,49.568410319223645,5138300
2020-05-08,51.442848205566406,52.12373175660998,50.62578611087699,51.442848205566406,2169300
2020-05-11,50.87410354614258,51.79530481084569,49.88081459344836,51.79530481084569,2387200
2020-05-12,48.150569915771484,51.29866095789305,47.75004945805351,51.14646122829392,3823600
2020-05-13,46.95702362060547,48.21465777443526,46.82885717995176,47.758064638623374,3524500
2020-05-14,46.07586669921875,46.35622975398567,44.69807555984274,46.07586669921875,3291300
2020-05-15,45.763465881347656,45.923674666922686,44.44975933994353,45.723414448886004,5298400
2020-05-18,48.43093490600586,49.07977917292063,47.43764584326699,47.453667028889065,2779600
2020-05-19,46.236083984375,48.326801324419,46.220062798904976,48.03041397681652,3056400
2020-05-20,47.20534896850586,47.63791186565117,46.19603554183347,46.86090107511931,3141400
2020-05-21,46.404296875,47.74203363322889,46.37225450749398,47.02910776272575,2463200
2020-05-22,45.9797477722168,46.66864036277312,45.491112346097204,46.476392262622475,2835300
2020-05-26,48.27873992919922,49.03171734562533,47.20534490048648,47.637907760354786,3796700
2020-05-27,48.166587829589844,49.97693883100662,47.57381624790405,49.90484503128441,4037600
2020-05-28,48.75935745239258,49.08778409057544,47.71800492076851,49.06375384203694,4583200
2020-05-29,48.51103591918945,48.8554837358443,47.75805554988425,48.382869502926845,5723700
2020-06-01,48.94359588623047,49.352128440733736,47.9022433674076,48.495014955140974,3035300
2020-06-02,48.43093490600586,49.52836320315255,48.31078059743337,49.41621490379804,3076700
2020-06-03,49.3681526184082,49.912860686957146,48.831453614516484,49.01569265891854,6278700
