Price,Close,High,Low,Open,Volume
Ticker,IR,IR,IR,IR,IR
Date,,,,,
2020-01-02,36.684688568115234,36.83389190762885,36.21717642308347,36.684688568115234,917100
2020-01-03,36.52553176879883,36.64489518527681,36.09780874905023,36.316641046844104,694500
2020-01-06,36.087867736816406,36.406172782328916,35.918769841479644,36.30670387854205,807300
2020-01-07,35.81929016113281,36.207227917072025,35.71484669416658,35.97844265286632,839500
2020-01-08,35.56066131591797,36.3365290758454,35.49103235256519,35.87896623252891,1131700
2020-01-09,35.61041259765625,35.869037836336545,35.40650019263497,35.779514299023475,648800
2020-01-10,34.95389938354492,35.68998204325044,34.685328837212964,35.54077491934554,985700
2020-01-13,35.2523078918457,35.361725937406284,34.9439520847145,35.10310457066774,508800
2020-01-14,34.74501037597656,35.336860459183846,34.59381494581117,35.162784226832606,911100
2020-01-15,34.317283630371094,34.95389350219225,34.08352761301617,34.67537763189403,2567000
2020-01-16,34.92405700683594,35.07326032569484,34.55601760025723,34.55601760025723,762400
2020-01-17,35.29209518432617,35.53579658612135,34.784797846681904,35.01357929656025,578900
2020-01-21,34.37696838378906,35.272199623180285,34.367019219804625,34.914105609626084,1096400
2020-01-22,34.317283630371094,34.794741034236964,34.2874437284089,34.60574866431948,443600
2020-01-23,34.685333251953125,34.874329472220694,33.75031270069161,33.9890395759308,884200
2020-01-24,34.476444244384766,34.71517489997181,34.08851024923899,34.71517489997181,773800
2020-01-27,34.33718490600586,35.1528419387599,33.75030935370772,33.87962194509406,1406200
2020-01-28,35.391571044921875,35.58056344372888,34.416757760879136,34.5162304401155,1319400
2020-01-29,35.908817291259766,36.1475479501499,35.282156426351456,35.560672366310705,906400
2020-01-30,36.018226623535156,36.336531561923934,35.41145664895212,35.61039818406865,740500
2020-01-31,35.12300491333008,35.89887293633045,34.90914336923444,35.69993134737017,936000
2020-02-03,35.58056640625,36.23707096589321,35.20257778266905,35.381624825707654,583700
2020-02-04,36.36637878417969,37.022883257563656,36.1127282074534,36.31664054970801,1085500
2020-02-05,36.55537796020508,36.883632155083006,36.27686200903247,36.883632155083006,842200
2020-02-06,36.823944091796875,36.88362770033762,36.10775596728708,36.5951626174662,1152000
2020-02-07,36.89357376098633,37.42076569888816,36.43601080376984,37.01293718580479,2812100
2020-02-10,37.361083984375,37.38097851991583,36.66479041842469,36.764259301634155,1764600
2020-02-11,37.54012680053711,38.00763505259557,37.341185261929944,37.599806605973285,1272000
2020-02-12,38.27621078491211,38.674093916434046,37.758964231731504,37.79875330378265,1770800
2020-02-13,37.35113525390625,38.365733811324475,37.261611740178324,38.077268734368424,1065200
