Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,119.03643035888672,119.04487551304119,117.49247337275646,117.93962883678368,10803700
2020-01-03,117.46556854248047,118.22127395721945,116.39569739152,116.75232110850682,10386800
2020-01-06,117.37218475341797,117.40615632595235,115.90323167209422,115.95417607453709,10259000
2020-01-07,115.37676239013672,117.05799206617905,115.32581799940147,116.56550802847862,10531300
2020-01-08,116.27681732177734,116.82024576335374,115.1390160466574,115.22391904781732,9695300
2020-01-09,116.70137786865234,117.37216732849674,116.36172697552618,117.21933414385757,9469000
2020-01-10,115.53810119628906,116.54004215202404,115.31732488265791,116.50608354181118,10190900
2020-01-13,116.49758911132812,116.49758911132812,115.27487179012046,115.63999488626077,12355200
2020-01-14,117.85617065429688,119.52041476331547,116.913660434674,117.1259373944417,24906000
2020-01-15,116.09001922607422,117.68634603299475,115.60602156196698,117.0495151842369,16293400
2020-01-16,116.54005432128906,117.09196925028576,116.19191698756117,116.70987330279898,10783800
2020-01-17,117.34669494628906,117.42311153848834,116.59948889530159,116.78628069078088,14697700
2020-01-21,116.19190979003906,117.23632172652653,116.06454880088546,116.48910270654011,8474200
2020-01-22,116.05604553222656,116.66740417234146,115.8013235624758,116.53155677392657,7549100
2020-01-23,115.93719482421875,116.10702678081779,114.39182507876934,115.23244662104143,9345700
2020-01-24,113.05870056152344,115.84377316257054,112.35395247556545,115.79282876660798,15166400
2020-01-27,112.10771179199219,112.88040306840392,110.13778825767731,110.61328659505132,12860500
2020-01-28,114.14556884765625,114.60409436949695,112.48981103291676,112.79549039535777,13062800
2020-01-29,113.97573852539062,115.08806769144563,113.5172260055015,114.46822261348312,9326000
2020-01-30,115.38526153564453,115.58905207742913,112.66811909363554,112.66811909363554,9048900
2020-01-31,112.38790130615234,114.48519846646036,111.6321959336448,114.19650494355994,12785200
2020-02-03,113.24551391601562,113.98424658263349,112.64265457620944,112.64265457620944,10021100
2020-02-04,114.87578582763672,115.98812790250733,114.69748044943947,115.09656214245152,9157100
2020-02-05,116.8287353515625,116.94760992150181,115.48714351575809,115.96265475187172,10150700
2020-02-06,116.84571075439453,117.42309776956083,116.4211569057057,117.38065274977615,8992300
2020-02-07,116.47212219238281,116.89667611724666,115.73340250915416,116.09851266548542,6379800
2020-02-10,116.95610809326172,117.04951046556845,116.11548674250125,116.28530570405266,5960700
2020-02-11,117.1768798828125,117.87315451855892,116.99007512475161,117.39764325308573,6578600
2020-02-12,117.1768798828125,118.27222327657206,117.00706090903638,117.68634976049805,7958000
2020-02-13,117.07498931884766,117.46557165698874,115.81830042792826,116.96460115720227,7447500
2020-02-14,116.71837615966797,117.3382212910538,116.27683642946798,117.0410283472665,6627600
2020-02-18,115.17296600341797,116.93062513237597,114.67199557823523,116.6164464782546,8996400
2020-02-19,116.74382019042969,117.50801192383447,115.7673385795735,116.25133617872358,7071200
