Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2020-01-02,27.49484634399414,27.64236644611875,27.312204425482026,27.607244629731245,16514072
2020-01-03,27.34732437133789,27.565090893283916,27.164679659749694,27.199804294539398,14922848
2020-01-06,27.31220245361328,27.396500455721924,27.18575827488247,27.270053452558958,15771951
2020-01-07,27.22088050842285,27.487820419972998,27.171707143840017,27.480796057094338,20108107
2020-01-08,27.438648223876953,27.55104368358635,27.220881667635954,27.227906030813752,16403507
2020-01-09,27.3192195892334,27.58615942605042,27.24897315568094,27.58615942605042,21971895
2020-01-10,27.74070930480957,27.839056025817854,27.375422694392498,27.38244705668852,21557357
2020-01-13,27.68450927734375,27.937400421107938,27.54401356982326,27.832029346575503,15392405
2020-01-14,28.148143768310547,28.155168130320806,27.60723964920203,27.69855917976726,20919160
2020-01-15,28.56962776184082,28.710123473755427,28.218389894270214,28.232441442563946,23925800
2020-01-16,28.527482986450195,28.660954356180866,28.323765162585204,28.65392999321066,16216422
2020-01-17,28.457225799560547,28.66796790691353,28.394003732240886,28.49937478591738,23083970
2020-01-21,28.337814331054688,28.56260522493576,28.232443246493933,28.36591178057382,23115696
2020-01-22,28.232444763183594,28.386986392705044,28.077897484797845,28.323764303458606,18097812
2020-01-23,28.597721099853516,28.68201907977438,28.190288395386442,28.232437385346877,27148510
2020-01-24,27.972524642944336,28.78037150034304,27.84608047236936,28.759298413391203,34143698
2020-01-27,28.211368560791016,28.401037651014857,27.57211766326935,27.684513115093804,31964026
2020-01-28,26.792373657226562,27.74071355216481,26.658902279870507,27.621293725984188,70202408
2020-01-29,26.398984909057617,26.960965009134103,26.37791182038303,26.77832310065776,34165726
2020-01-30,26.306732177734375,26.377699061505123,26.037065437944364,26.328023384179264,32316589
2020-01-31,26.427364349365234,26.57638846947236,26.186082175312144,26.21446948831729,33894005
2020-02-03,26.618972778320312,26.995089763244213,26.469945778247673,26.58349219731508,20875735
2020-02-04,26.746715545654297,27.13702196975825,26.704135988612194,27.023478386501974,31150865
2020-02-05,27.087343215942383,27.371204995095656,26.838967725787853,26.8602560752467,29443490
2020-02-06,27.151208877563477,27.321527072317256,26.98798965199397,27.278947523628812,21047748
2020-02-07,27.002187728881836,27.25056322606444,26.917028622069445,27.222178759316144,21903596
2020-02-10,26.831863403320312,27.122821240916593,26.76799551440114,27.115725125845916,19998385
2020-02-11,27.030569076538086,27.058956393294483,26.796385839752332,26.888641052606353,16027335
2020-02-12,26.782194137573242,27.101536477659042,26.767999052272657,27.03056961100655,22944315
2020-02-13,26.20737648010254,26.668646831531685,26.17898916373226,26.668646831531685,22099745
2020-02-14,25.90932273864746,26.285436851026052,25.845454842825326,26.235761186879188,21006747
2020-02-18,25.77448844909668,26.022866774371902,25.739007869259837,25.93770767619655,17988513
2020-02-19,25.71062469482422,25.902231269950327,25.696432460602708,25.83126439227492,17750941
2020-02-20,25.440954208374023,25.58998120546896,25.128707982065627,25.341602876977397,42953135
2020-02-21,25.348697662353516,25.419664525787688,25.213865757738613,25.377084978383856,32425256
2020-02-24,24.60356903076172,25.121614081611707,24.553893360682252,24.866139614529263,37969296
2020-02-25,24.078428268432617,24.65324511572053,23.922305138881782,24.61066556160961,41878898
2020-02-26,24.639053344726562,24.986780194379648,24.142296626245223,24.29841975872738,47920005
2020-02-27,24.199066162109375,25.341603654962896,24.199066162109375,24.44034838194903,55444827
2020-02-28,23.716503143310547,24.085519691578284,23.084914631383306,23.766178804545454,66057447
2020-03-02,24.75259780883789,24.802273482465207,23.73779741135776,24.06423734853129,42034469
2020-03-03,24.34099769592285,25.391279998585276,24.02875145171058,24.96549018434739,46174475
2020-03-04,25.83126449584961,25.8738440519688,24.802273298269508,24.908720761925515,38712155
2020-03-05,25.16419219970703,25.675141104728738,24.951297298161915,25.29902411560102,35096303
2020-03-06,24.851947784423828,24.958395242995156,24.213263032995865,24.62485778039688,40931036
2020-03-09,23.957788467407227,24.617761566636553,23.531998634798942,23.744893551103083,43183856
2020-03-10,24.546796798706055,24.596472467884382,23.42555046384107,24.532604565593303,40548329
2020-03-11,22.829442977905273,24.042945914306255,22.467521074533785,23.95778681235405,65350213
2020-03-12,21.303695678710938,22.708802344040105,21.289502019207372,21.630134154232902,62731445
2020-03-13,23.2126522064209,23.333291877048723,21.452718542601477,22.190755930642673,60553038
2020-03-16,21.417240142822266,22.907505974141205,21.041125983289355,21.24692478151593,50995050
2020-03-17,22.822345733642578,23.170073960621846,21.708194186824237,22.45332630558577,54220606
2020-03-18,22.964277267456055,23.141690168316764,21.509494904338673,21.83593338647755,43884976
2020-03-19,21.587554931640625,22.886214077924386,21.2965984797051,22.864924303072176,59820929
2020-03-20,20.586950302124023,21.76496988015956,20.51598485477965,21.488205634165826,52488989
2020-03-23,20.217931747436523,20.99144982536012,19.785044384214004,20.409536881116342,52853041
2020-03-24,21.076608657836914,21.324985590897196,20.50888934228115,20.941775302559396,44466784
2020-03-25,21.112089157104492,21.800450971374694,20.579851891066244,20.934677686186294,44601275
2020-03-26,22.531389236450195,22.70170457826817,21.204342801557818,21.21144034411486,43269967
2020-03-27,21.92818832397461,22.52429349463588,21.75787154189865,21.857222879222807,38290344
2020-03-30,23.184263229370117,23.31200043301757,22.034631249826134,22.034631249826134,29943508
2020-03-31,23.162979125976562,23.41845215341297,22.87911877996097,22.992662347710485,29466151
2020-04-01,22.531389236450195,22.907503352946183,22.375266126462858,22.6520289135775,26709625
2020-04-02,23.32619857788086,23.418452370873545,22.531390742970167,22.637838195384244,27186876
2020-04-03,23.87262725830078,24.050040137883332,23.15587962424694,23.15587962424694,32837370
2020-04-06,24.532604217529297,24.766787473701932,23.971979631408995,24.07133096835607,40503217
2020-04-07,23.851337432861328,24.958391402302183,23.837143774803106,24.837751728694855,24226295
2020-04-08,24.553890228271484,24.695821103718252,23.73069657191866,24.121004339434734,25523980
2020-04-09,25.114517211914062,25.38418390428125,24.731304096138466,24.859042752491554,30648107
2020-04-13,24.937101364135742,25.5332093508136,24.639050224080307,25.51901426545211,18270141
2020-04-14,25.859647750854492,25.994482515146384,25.07903218904652,25.497725860685183,21845309
2020-04-15,25.52611541748047,25.710623010121942,25.249349748592657,25.58998332057622,21312196
2020-04-16,25.462244033813477,25.731913579411934,25.249349126550026,25.63256224225117,20657451
2020-04-17,26.193187713623047,26.257055624258232,25.62546692882171,25.902232630380958,24404843
2020-04-20,25.60417366027832,26.19318268443819,25.60417366027832,25.817068557041733,22530620
2020-04-21,25.27773666381836,25.49772768945089,25.100325190662634,25.39128023490072,23975233
2020-04-22,25.72481346130371,26.257050705703307,25.632561098015707,26.22866624108655,20182624
2020-04-23,26.03706169128418,26.540914509759986,25.746106640201063,25.746106640201063,20185365
2020-04-24,26.52672576904297,26.562206357210226,26.100935884762844,26.14351259056355,17353794
2020-04-27,27.20088768005371,27.34991469101334,26.661554276538272,26.675749363260927,23394057
2020-04-28,26.902833938598633,27.83247364576492,26.526719815450928,27.71183396650406,35666728
2020-04-29,27.05186653137207,27.35701385066872,26.760908593808843,27.293145939805893,26518535
2020-04-30,27.2221736907959,27.328621127849974,26.512522208246587,26.966699271209475,29450973
2020-05-01,26.711223602294922,26.924118466445623,26.533812166597027,26.86025057785703,22679867
2020-05-04,26.69703483581543,26.90992972758644,26.54800784091903,26.68283975062283,19893512
2020-05-05,27.328624725341797,27.57700020897487,27.15830937429191,27.541519627475054,24123952
2020-05-06,27.328624725341797,27.68345051332509,27.328624725341797,27.65506319484165,24047432
2020-05-07,26.49005699157715,27.586643251727473,26.43988626535907,27.529302808862035,33546080
2020-05-08,26.676406860351562,26.79108487947606,26.54739805120052,26.697910249689595,19893618
2020-05-11,27.307117462158203,27.38595840421637,26.633400446047265,26.69790483754659,25620421
2020-05-12,26.77674102783203,27.407456993374144,26.76240735999294,27.321452104621088,19335314
2020-05-13,26.5545654296875,26.8197527710006,26.2248736824808,26.74091469306828,24596882
2020-05-14,27.17810821533203,27.206775552523062,26.361045879607765,26.37537954820328,22362507
2020-05-15,27.06343650817871,27.35729115995207,26.79824919720323,27.206778975606145,25460002
2020-05-18,27.28561782836914,27.56513878825244,26.970259813524823,27.479133890752315,22635177
2020-05-19,27.006107330322266,27.249791329644758,26.740919937005494,27.12794932998351,19476234
2020-05-20,26.97026252746582,27.378795197286987,26.912924962789752,27.199612786170082,17504200
2020-05-21,26.705076217651367,26.98459721620709,26.55456402405392,26.927259649367944,17652181
2020-05-22,26.87708854675293,26.89859193509495,26.490059255507298,26.597567552059925,15781226
2020-05-26,26.86992073059082,27.14227487980327,26.84125050775417,26.984595858499322,23260094
2020-05-27,26.812580108642578,26.905754720086247,26.497222102001484,26.812580108642578,25904158
2020-05-28,27.364456176757812,27.55080540643702,27.034764489176407,27.120772269292786,22521767
2020-05-29,27.371620178222656,27.54363282082171,26.934417415920834,27.428957725755673,48333067
2020-06-01,25.414976119995117,25.60848932346406,25.02077711412594,25.443643461967195,76884979
2020-06-02,25.91668128967285,25.916681289672848,25.264464660311692,25.46514758679796,42690900
2020-06-03,25.91668128967285,26.095863709058115,25.472314422498297,26.00985591721565,38751996
2020-06-04,25.809173583984375,26.009856515083587,25.586990145289946,25.59415698115502,27013388
2020-06-05,25.794837951660156,26.15319988971075,25.715996999698255,25.974017479825918,36705655
2020-06-08,26.22487449645996,26.23204133270177,25.572657817822137,25.658662734443276,30194149
2020-06-09,25.9525146484375,26.27503949926807,25.923844428006007,26.160364380979708,21675088
2020-06-10,25.744672775268555,26.124535301208315,25.72316938295064,26.06003088769396,29557217
2020-06-11,23.866853713989258,25.572654150817197,23.852520043561025,25.515316587385243,63166642
2020-06-12,24.189380645751953,24.440231411509732,23.6876733507982,24.42589774071651,37902472
2020-06-15,23.90985870361328,24.167879191750636,23.47982551729074,23.866854808637196,36247482
2020-06-16,23.938526153564453,24.339891975364598,23.451155428320703,24.074703225592575,55616945
2020-06-17,24.053205490112305,24.20371769963638,23.88119277139315,24.074707440167135,27509822
2020-06-18,23.8238525390625,23.988698402981775,23.637504727488626,23.8453544867171,32278855
2020-06-19,23.95285987854004,24.18221155760171,23.7378418689363,24.14637450223805,43986266
2020-06-22,23.73067855834961,23.90985953919909,23.5873346381858,23.88835759095961,23332503
2020-06-23,23.48699188232422,23.831018712662356,23.46548993526692,23.795181653947008,37690408
2020-06-24,23.0712947845459,23.45832554941283,22.935117693442635,23.443991877117593,30817695
2020-06-25,23.16446876525879,23.207472662652297,22.813275072744023,23.01395656524118,27418651
2020-06-26,22.963783264160156,23.135797393640413,22.65559350349976,23.114295447347946,42153992
2020-06-29,23.393817901611328,23.415318407075713,23.07845986448634,23.264807664527517,23956261
2020-06-30,23.436824798583984,23.56583506013674,23.099966192103764,23.314982814405106,25451676
2020-07-01,24.182214736938477,24.75559040782822,24.167879624736432,24.75559040782822,73503009
2020-07-02,24.734092712402344,24.97777667980086,24.397234107248135,24.812930795466706,45270881
