date,price,volume
2007-02-26,26.462329864501953,940800.0
2007-02-27,25.227169036865234,1886200.0
2007-02-28,25.67381477355957,2261100.0
2007-03-01,25.546993255615234,1569500.0
2007-03-02,25.282306671142578,1391200.0
2007-03-05,24.59303092956543,1483400.0
2007-03-06,25.37604522705078,1805200.0
2007-03-07,25.138952255249023,2069200.0
2007-03-08,25.53597068786621,1442800.0
2007-03-09,25.51942253112793,1093500.0
2007-03-12,25.762041091918945,1251400.0
2007-03-13,25.342966079711914,3404400.0
2007-03-14,25.574562072753906,1950800.0
2007-03-15,25.684844970703125,1197900.0
2007-03-16,25.46978187561035,2127900.0
2007-03-19,25.651748657226562,1363800.0
2007-03-20,25.927473068237305,1460300.0
2007-03-21,27.128368377685547,1733400.0
2007-03-22,26.895938873291016,1559600.0
2007-03-23,26.967884063720703,1043600.0
2007-03-26,26.79632568359375,987800.0
2007-03-27,26.624765396118164,997700.0
2007-03-28,26.226301193237305,908400.0
2007-03-29,26.17649269104004,1138900.0
2007-03-30,26.11562728881836,1165100.0
2007-04-02,26.143301010131836,749500.0
2007-04-03,26.71331214904785,1100300.0
2007-04-04,26.857202529907227,826800.0
2007-04-05,26.818470001220703,753900.0
2007-04-09,26.95128059387207,575100.0
2007-04-10,26.884868621826172,781900.0
2007-04-11,26.70779037475586,839900.0
2007-04-12,26.895938873291016,574100.0
2007-04-13,27.08963394165039,625900.0
2007-04-16,27.759262084960938,1033200.0
2007-04-17,27.8588809967041,991400.0
2007-04-18,28.201990127563477,1026600.0
2007-04-19,27.82013702392578,1330600.0
2007-04-20,28.213071823120117,1491500.0
2007-04-23,28.23520278930664,1020100.0
2007-04-24,28.362489700317383,1420900.0
2007-04-25,27.975101470947266,2702600.0
2007-04-26,27.68178367614746,1543200.0
2007-04-27,27.587709426879883,1918400.0
2007-04-30,27.493627548217773,1295700.0
2007-05-01,27.39954376220703,1230700.0
2007-05-02,27.377416610717773,1515200.0
2007-05-03,27.327592849731445,1358900.0
2007-05-04,27.77033233642578,1215500.0
2007-05-07,27.665184020996094,946100.0
2007-05-08,27.526824951171875,702700.0
2007-05-09,27.952959060668945,1026100.0
2007-05-10,27.493627548217773,1881800.0
2007-05-11,27.869945526123047,1112200.0
2007-05-14,27.338668823242188,1125100.0
2007-05-15,27.106224060058594,802500.0
2007-05-16,27.38848304748535,707800.0
2007-05-17,27.050901412963867,944000.0
2007-05-18,27.47149658203125,989000.0
2007-05-21,27.39954376220703,971400.0
2007-05-22,27.255653381347656,1132600.0
2007-05-23,27.753725051879883,1484600.0
2007-05-24,27.161571502685547,978900.0
2007-05-25,27.11176872253418,734100.0
2007-05-29,27.205848693847656,1017300.0
2007-05-30,27.975101470947266,1512700.0
2007-05-31,28.41782569885254,1503100.0
2007-06-01,28.76094627380371,1887100.0
2007-06-04,28.683467864990234,1681000.0
2007-06-05,28.59490966796875,1307600.0
2007-06-06,28.406763076782227,1206400.0
2007-06-07,27.637514114379883,1674900.0
2007-06-08,27.79800796508789,1423600.0
2007-06-11,28.16879653930664,746200.0
2007-06-12,27.631982803344727,1347900.0
2007-06-13,28.45656394958496,1123400.0
2007-06-14,28.855030059814453,1081200.0
2007-06-15,29.568941116333008,2243700.0
2007-06-18,29.546783447265625,1201900.0
2007-06-19,29.535720825195312,1262100.0
2007-06-20,29.241472244262695,2490500.0
2007-06-21,29.402482986450195,1315200.0
2007-06-22,28.802900314331055,1722900.0
2007-06-25,28.330978393554688,1747400.0
2007-06-26,28.691852569580078,1689600.0
2007-06-27,28.87504005432129,1581300.0
2007-06-28,29.230371475219727,1285900.0
2007-06-29,28.808433532714844,1485500.0
2007-07-02,29.55792236328125,1295300.0
2007-07-03,29.7244930267334,1034200.0
2007-07-05,29.446903228759766,1087400.0
2007-07-06,29.780004501342773,650200.0
2007-07-09,29.730037689208984,1139700.0
2007-07-10,28.33652687072754,1939300.0
2007-07-11,28.319875717163086,2011100.0
2007-07-12,29.32474136352539,1538000.0
2007-07-13,29.59679412841797,1392400.0
2007-07-16,29.94655990600586,1034300.0
2007-07-17,30.651647567749023,2125500.0
2007-07-18,29.92990493774414,1719700.0
2007-07-19,30.185285568237305,1001400.0
2007-07-20,29.469093322753906,1648300.0
2007-07-23,29.613452911376953,833400.0
2007-07-24,28.547502517700195,1478200.0
2007-07-25,28.72515869140625,1854900.0
2007-07-26,28.131113052368164,2454400.0
2007-07-27,27.248361587524414,2000700.0
2007-07-30,27.77579689025879,1900000.0
2007-07-31,28.941682815551758,3916900.0
2007-08-01,28.09224510192871,4583000.0
2007-08-02,27.69251823425293,2446000.0
2007-08-03,26.86528778076172,3010000.0
2007-08-06,29.1359920501709,3789400.0
2007-08-07,30.229703903198242,3341900.0
2007-08-08,31.56770133972168,3465300.0
2007-08-09,29.380279541015625,3758200.0
2007-08-10,28.042272567749023,3753500.0
2007-08-13,27.875722885131836,2441400.0
2007-08-14,27.21505355834961,1554500.0
2007-08-15,26.84308433532715,1612100.0
2007-08-16,27.620342254638672,4289900.0
2007-08-17,28.841733932495117,2579800.0
2007-08-20,28.808433532714844,1666700.0
2007-08-21,29.163740158081055,1508700.0
2007-08-22,29.380279541015625,1233100.0
2007-08-23,28.56970977783203,1239400.0
2007-08-24,29.185958862304688,1731000.0
2007-08-27,28.675188064575195,1108900.0
2007-08-28,27.13734245300293,2140600.0
2007-08-29,28.131113052368164,1740700.0
2007-08-30,27.77023696899414,1371500.0
2007-08-31,28.491994857788086,1398400.0
2007-09-04,28.947229385375977,1196300.0
2007-09-05,27.85352325439453,1845000.0
2007-09-06,27.77023696899414,1392300.0
2007-09-07,27.376068115234375,2370300.0
2007-09-10,27.88128089904785,2066600.0
2007-09-11,28.50864028930664,1565200.0
2007-09-12,28.39760971069336,1179500.0
2007-09-13,29.502405166625977,1530900.0
2007-09-14,29.40803337097168,950900.0
2007-09-17,28.8472957611084,1022900.0
2007-09-18,30.690500259399414,2785600.0
2007-09-19,30.813030242919922,1759800.0
2007-09-20,30.01666259765625,1511600.0
2007-09-21,29.999958038330078,1832500.0
2007-09-24,29.972118377685547,830500.0
