date,price,volume
2007-02-26,50.285831451416016,1212300.0
2007-02-27,48.824581146240234,2462800.0
2007-02-28,49.29595184326172,1359700.0
2007-03-01,49.09798049926758,2447000.0
2007-03-02,47.74985885620117,1700200.0
2007-03-05,47.221923828125,1223800.0
2007-03-06,47.353904724121094,1602500.0
2007-03-07,46.524288177490234,2277400.0
2007-03-08,46.4865837097168,2440400.0
2007-03-09,46.12834167480469,1486300.0
2007-03-12,46.61855697631836,1659300.0
2007-03-13,44.72365188598633,1991700.0
2007-03-14,43.15869903564453,4670600.0
2007-03-15,43.87519454956055,2551700.0
2007-03-16,43.7337760925293,1178200.0
2007-03-19,45.11961364746094,1838700.0
2007-03-20,45.75123977661133,1874500.0
2007-03-21,46.58085250854492,2076900.0
2007-03-22,45.15731430053711,1676900.0
2007-03-23,44.855648040771484,1186200.0
2007-03-26,44.044883728027344,1828900.0
2007-03-27,44.03546142578125,1398400.0
2007-03-28,43.752628326416016,1364500.0
2007-03-29,42.92301940917969,1884200.0
2007-03-30,42.87587356567383,1496000.0
2007-04-02,42.47050857543945,2087100.0
2007-04-03,45.129032135009766,3093800.0
2007-04-04,43.828060150146484,2637300.0
2007-04-05,44.35598373413086,1304100.0
2007-04-09,45.072471618652344,2319100.0
2007-04-10,43.21526336669922,2227100.0
2007-04-11,42.43279266357422,2660800.0
2007-04-12,41.59375,2458800.0
2007-04-13,42.640193939208984,1447400.0
2007-04-16,42.743892669677734,1125900.0
2007-04-17,43.318973541259766,1539100.0
2007-04-18,44.28999710083008,2366800.0
2007-04-19,42.819313049316406,2326900.0
2007-04-20,42.71561813354492,3107100.0
2007-04-23,40.735862731933594,3400000.0
2007-04-24,40.321048736572266,4030700.0
2007-04-25,40.20793151855469,3084500.0
2007-04-26,37.07802200317383,6626800.0
2007-04-27,35.051124572753906,5332000.0
2007-04-30,34.824867248535156,3542700.0
2007-05-01,34.9379997253418,4325100.0
2007-05-02,34.108375549316406,7141500.0
2007-05-03,33.51445770263672,3444300.0
2007-05-04,34.080101013183594,3860600.0
2007-05-07,33.09965515136719,3268600.0
2007-05-08,32.4303092956543,3436900.0
2007-05-09,32.373741149902344,4238200.0
2007-05-10,31.37442970275879,4383900.0
2007-05-11,31.449857711791992,2263700.0
2007-05-14,31.61012077331543,2828400.0
2007-05-15,30.591962814331055,4458600.0
2007-05-16,31.09161376953125,3223100.0
2007-05-17,31.36500358581543,5053600.0
2007-05-18,31.5629825592041,2795000.0
2007-05-21,31.119890213012695,3057200.0
2007-05-22,32.779117584228516,3764100.0
2007-05-23,32.948814392089844,3260100.0
2007-05-24,33.11851501464844,2485400.0
2007-05-25,32.28889846801758,1036200.0
2007-05-29,33.56159591674805,1867100.0
2007-05-30,33.6181640625,1440300.0
2007-05-31,33.608734130859375,1465700.0
2007-06-01,33.23163604736328,1488900.0
2007-06-04,32.006072998046875,2544700.0
2007-06-05,31.61012077331543,2120800.0
2007-06-06,30.761655807495117,2889000.0
2007-06-07,28.470792770385742,5298300.0
2007-06-08,29.12128257751465,4139900.0
2007-06-11,27.96170997619629,3730900.0
