ticker,composite_score
URI,3.0
CMG,2.992466725851326
FTNT,2.8134453984908068
CF,2.7525183915981417
MOS,2.5828088077467717
WYNN,2.4475273783601237
NOV,2.310364151731831
FFIV,2.278445361750205
EBAY,2.2721478112190114
BKNG,1.8576110853209542
TPR,1.8112929200004846
DECK,1.777983145952722
KMX,1.69275564849869
SWKS,1.6739046202948686
AME,1.5346086372296082
AAP,1.5167199062424217
HUM,1.5045433046859598
NTAP,1.4704424569020749
GOOG,1.456344799521465
GOOGL,1.4563435917032252
ADSK,1.4156440482709423
DAL,1.3938920279455693
XRX,1.344729692264754
FCX,1.3377106671019807
ILMN,1.326488298677064
CDNS,1.3198441074014973
BWA,1.292825714396391
INTU,1.268206814903703
SPGI,1.2368646054923176
F,1.2353802183917189
FE,-1.240982201952232
CVS,-1.2482880591010987
LDOS,-1.27742727291617
BK,-1.30224149531925
RRC,-1.385079648035139
FLS,-1.3886285945703132
LEN,-1.4149586664775269
NRG,-1.4204787996584105
COF,-1.4248612673457193
TFC,-1.4445333356251062
VMC,-1.4679838911117526
MPWR,-1.4933794124111601
MAS,-1.538409976552971
DHI,-1.5655777591460123
NYT,-1.5846056336358347
CTRA,-1.6112594659556707
LEG,-1.6259340592246554
GPN,-1.645330490064767
TLAB,-1.6669570627011474
MTB,-1.6974324678208004
WHR,-1.6978626031899777
LYV,-1.6985443875609652
ALGN,-1.793882867415463
ZBH,-1.989090691374637
ISRG,-2.0132908652758377
EQIX,-2.218018241006593
FHN,-2.3175423095826737
PHM,-2.3375555427813417
HRB,-2.432060470468885
BAC,-2.6692200533779524
