ticker,composite_score
DAL,2.521253202830568
DRI,2.0902609370186402
AZO,1.980843695891576
EME,1.898019374434789
VTR,1.7175153157631011
VRTX,1.6842073011108756
MKTX,1.6798767789998488
ORLY,1.630817142258898
WRB,1.4506698717768063
UNH,1.4062760874600557
HRB,1.4062135029529275
BMY,1.3995172311106803
MNST,1.3991084085453782
VMC,1.3180153328156274
NEM,1.3086192890344395
BBT,1.2946981038776957
NUE,1.2616840577528488
MAT,1.244192513445058
BBY,1.240245945584255
FIX,1.2264549075462494
REGN,1.1844384080714367
LII,1.1795385989782994
ODFL,1.153196838734727
HUM,1.148113857044117
UNM,1.1335530909100386
DXC,1.1301146239261
ARE,1.1186232517998156
DECK,1.1172220131229107
GILD,1.0985403463444061
DGX,1.0960582937155903
STX,-1.2613716856342665
CDNS,-1.263481332024413
BKR,-1.2697274125404614
WMB,-1.3060732877055405
ZION,-1.3186727626564905
RJF,-1.3232103489950369
WDC,-1.336726192894813
BAC,-1.3630764944060054
CF,-1.3767463462439404
FCX,-1.3886014555784651
WY,-1.4017842325285246
EOG,-1.40455076017065
HP,-1.4190634121013417
AMD,-1.4878256026645489
SLB,-1.5477532979508122
A,-1.5579497062922463
URBN,-1.5892502847635845
FTI,-1.5950015974962188
NFX,-1.5960730536003696
F,-1.6206622195805342
TXT,-1.6532065210028035
RVTY,-1.6664914757779266
DD,-1.6747604762286068
NOV,-1.7279105071431924
AXP,-1.7301976128840957
CBRE,-1.7424844226150098
NWL,-1.8073960863558294
EA,-1.866205019390747
LULU,-2.1412124319187402
TTWO,-2.6294351411450374
