ticker,composite_score
SW,3.0
WSM,3.0
INCY,2.8275036821005486
LEN,2.6388747607161873
IP,2.5521068599765853
COF,2.142710510913905
STX,2.1225312237436254
AIV,2.052174667304878
LULU,2.012379985730993
BKNG,1.9586955514847755
JBL,1.9404528324307353
MU,1.9345932040293379
EXPE,1.8974806982483619
URI,1.8836043210644904
AXP,1.878697677171113
BAC,1.856373888134168
ARE,1.7418337953016894
CBRE,1.7362661386180958
LYV,1.7136842178775789
WDC,1.7128366151112853
PRU,1.6667015699081746
BX,1.6657501248021163
GRMN,1.6474253023243868
ALGN,1.593197726755311
URBN,1.5634097497053112
UNM,1.5262824034956797
WHR,1.5015773925213112
CTSH,1.492005979256929
CRM,1.4898942333782426
DHI,1.3239787608305544
MOS,-0.963098659348975
ABT,-0.9848835141892918
VZ,-0.9849913096454193
PG,-0.9881719658236554
EXPD,-1.0065328914279144
XOM,-1.040003199676895
PWR,-1.0415071268306981
NEM,-1.045060492213047
BBT,-1.0507441952648362
INTU,-1.0556570854069947
LLY,-1.0558150230788401
SBAC,-1.0656505769541336
AME,-1.076021996698457
BWA,-1.0865349879442843
ACN,-1.0989750272742174
GLW,-1.1019082155546067
AZO,-1.126254516422733
EW,-1.1339198644167652
AAP,-1.157744002143784
TFX,-1.1829338555824278
AMT,-1.189539520434011
TPL,-1.3288120510474224
GILD,-1.45354090977218
CNC,-1.6938863368956913
PPL,-1.7579835863351962
BKR,-1.7618260655485514
AXON,-1.7664610287512008
EA,-1.943620483386082
FSLR,-2.5616887785752445
TMUS,-3.0
