ticker,composite_score
SW,3.0
EXPE,2.471611525143093
CME,2.346578215209971
MS,2.153157316729873
ICE,2.0776723937633013
FCX,2.068679842752055
TSN,1.9509909721262608
ON,1.943084989329757
WBD,1.9420103423568955
AMD,1.9170833526064102
AES,1.8892118096426629
TDC,1.865988685841027
STT,1.8223489019978032
CNX,1.7288889757187254
PRU,1.7258400821738507
BG,1.7227851392564455
BKNG,1.6899634241791597
MOS,1.6859376300607263
NFX,1.6540124021350455
NEM,1.5883413198934258
TER,1.5021359192669175
GS,1.4910327520804771
FFIV,1.4114033049025494
FTI,1.395894602340535
MPWR,1.371622783300728
TPL,1.351716235820283
MUR,1.3101075850128456
NOV,1.2936740037290313
STLD,1.2793017603257169
MKTX,1.2703810768041885
R,-0.9868125574308622
AA,-1.0166708068416606
STZ,-1.0236497022504436
SNA,-1.0287494342610848
WRB,-1.0428784688701702
AXON,-1.0857733090058022
VMC,-1.1230888985568788
AIZ,-1.1406869696049142
CMCSA,-1.1759043613496725
WYNN,-1.1785597856641847
FAST,-1.185427200246858
FIX,-1.2103314621464447
GRMN,-1.233679263917093
HOLX,-1.2421438201106014
HRB,-1.2471966303575215
PLD,-1.2692260374885587
TTWO,-1.2695134932116194
AON,-1.3027305303222585
FE,-1.3406270477216722
GHC,-1.3489837369947824
LUV,-1.351666910131219
MMC,-1.3566160131983716
DAL,-1.408754878221188
DHI,-1.4283241552201538
KIM,-1.4486572583269177
ARE,-1.6222509869921466
HOG,-1.8451864542126593
PHM,-1.9751170943057201
KEY,-2.4618839499511207
URI,-2.5581919006301717
