ticker,composite_score
SW,2.6800419422212283
AMZN,2.6768281218183514
LULU,2.42187412488065
FFIV,2.117905514716316
ALGN,1.8934846657054145
EL,1.8648844811431045
CAT,1.7891757970536235
JBL,1.6943146591930807
FCX,1.661161745569785
WHR,1.654313995267915
COF,1.5812107085976785
PRGO,1.5472820658437239
IP,1.5103543890636146
HOG,1.5090445200987483
BEN,1.461208232997933
HAL,1.4260309396898312
DECK,1.415361481347713
URBN,1.3966234275653289
LHX,1.3937669635427172
AXP,1.3636112220823478
MTD,1.3287899622175112
SLM,1.322286712249651
TYL,1.2625373637711321
GOOG,1.238113104888243
GOOGL,1.2381126463565748
TT,1.2237286757784729
MSFT,1.2019670085329608
PTC,1.1692115550611946
ETN,1.1352502712068926
TROW,1.1053877680057926
STLD,-1.2035755741279823
CMG,-1.205918164942284
CMCSA,-1.2629708330443066
DRI,-1.2785404347815557
FLR,-1.2971114732837437
NEE,-1.3298309796377161
ON,-1.3485566901935697
VMC,-1.38339458507599
LMT,-1.4393236675514154
SWKS,-1.4795863550726
NVDA,-1.5586663113145107
NUE,-1.5785876113410982
STT,-1.6031263724723093
NRG,-1.6175071120148066
DAL,-1.621638626831524
NTRS,-1.6440715537130641
DPZ,-1.6569746939519985
AXON,-1.6762541081072109
ZION,-1.6798179828568127
ODFL,-1.72059649392838
NDAQ,-1.731810615848246
IBKR,-1.7722608356825824
REGN,-1.9295039831551501
BIIB,-1.957871383240814
PHM,-2.0419266691079567
KEY,-2.0532568485727114
FSLR,-2.3454757283540895
ILMN,-2.378699211912161
BSX,-2.384018231771022
TMUS,-3.0
