ticker,composite_score
LULU,3.0
INCY,3.0
PVH,2.6897634590666355
ATI,2.5336513309671806
PRGO,2.3784493653749625
HST,2.3638548021880257
ULTA,2.308161875408291
ANF,2.2844366312858875
WSM,2.1893284824596346
DECK,2.103711353370369
AMD,2.0449310069683717
DAL,1.9619840733643135
CNC,1.9539261647379902
AKAM,1.8809156394526738
LYV,1.8640308609292837
KMX,1.8406542444764291
CBRE,1.758274702872981
ZION,1.7539623617489346
TSN,1.6250403696198739
WYNN,1.6143576604820615
BA,1.5476348117413823
DPZ,1.5444089141949997
BKNG,1.495395377695387
GRMN,1.4153551653007268
PCAR,1.3784591715945158
EL,1.3487637243301407
URBN,1.3391482124592515
MSCI,1.3258983169018534
UNM,1.2923227870051597
MET,1.2502979601555018
MSI,-1.0867864093704824
ABT,-1.1051532850567365
TECH,-1.1528914254197375
STT,-1.1906016383908602
PFE,-1.2002833491913851
KR,-1.2286200087771908
PEG,-1.2450660360571768
BBT,-1.265889069515591
ADM,-1.2818192464791203
FE,-1.3193867934357475
EXC,-1.321987016160191
TDC,-1.3337060925840247
PWR,-1.3859770094356412
AXON,-1.4708683985771684
GILD,-1.4909194698239676
PPL,-1.5116411227123958
EG,-1.5278129517700276
HP,-1.5526270308559413
SW,-1.5596647874119534
NOV,-1.5810645143770394
EQT,-1.582247099144746
RRC,-1.7904864219584495
CTRA,-1.8518028724328308
IBKR,-1.8657458754403065
CF,-1.9060271572986487
LDOS,-2.009449762242544
NRG,-2.08352897564827
AES,-2.158065607926828
CNX,-2.239379011157171
BSX,-2.5134496656809637
