ticker,composite_score
VRTX,1.8912351719405378
VTRS,1.6960271863509313
DLTR,1.599667046700859
SLM,1.5949895808802037
CMS,1.5582446550920437
MNST,1.5562690176759664
MU,1.5545001381678598
UNH,1.487600754514423
PNW,1.487493369651108
LHX,1.4808298763416163
HSY,1.4708587603357692
RMD,1.406388693649242
MCK,1.369830280524031
DPZ,1.3631851225298182
WEC,1.3627475798630273
BAX,1.3411059081922057
ABT,1.339775690593918
ED,1.3332925917308938
AMZN,1.3254632940587205
EW,1.3217128653413153
SJM,1.2962576143335107
MS,1.286226060055827
TFX,1.2402860340012274
LDOS,1.2001414530948171
CNP,1.193371117652612
SBAC,1.185143130520661
NTRS,1.1619166850222284
BDX,1.1550997529927352
ATO,1.1468829996095242
STE,1.1387062023091772
ULTA,-1.4531541286434955
IP,-1.466847459154477
AIV,-1.472557694528263
CAT,-1.5091482465732398
TRMB,-1.517412948232475
STX,-1.527066517426742
MTB,-1.52940363328099
INCY,-1.5391994479278874
PNC,-1.5454946269007106
ALL,-1.5481519853557872
ANF,-1.5755503456976876
DD,-1.5967052444295065
HST,-1.6553287145855808
CBRE,-1.6938015425476063
TDY,-1.70883134792141
DECK,-1.7252225984089735
HOG,-1.7741365805607892
WYNN,-1.7998838564037876
PLD,-1.864256776972598
USB,-1.9290192399801218
NYT,-1.9510419552236664
BX,-2.041481540688861
ZION,-2.0486729995910458
AA,-2.127797002218002
URI,-2.226481638498997
STT,-2.2300743054283316
AFL,-2.361159129620232
TXT,-2.464584111156303
COF,-2.4738432554093683
BAC,-2.8653294299695604
