ticker,composite_score
FFIV,2.9667062400754687
URI,2.823028861709047
CMI,2.5540138913801718
AN,2.40423353212592
CBRE,2.136156412296816
F,1.973614353989705
EXPD,1.9015501299006454
CRM,1.8583653569080967
DE,1.7062145487008302
BWA,1.5396368549939368
INCY,1.503279491024784
BKNG,1.5023927020592676
NTAP,1.4907101708570045
ETN,1.4570492297065525
WYNN,1.4463274820036902
CMG,1.3667008846682616
AVB,1.3515240666509454
WY,1.344627538487227
CAT,1.3372416754854006
INTU,1.319970705796883
TSCO,1.3032371302077896
XRX,1.2930389653670877
ODFL,1.2899861318184767
EXR,1.2699947095709194
CHRW,1.2662825678960976
ADSK,1.246312088125925
UDR,1.230009615449905
CDNS,1.2234390085096296
LULU,1.1939474365329534
AZO,1.186442786762012
A,-1.1914776544653267
FHN,-1.1936722042613384
DXC,-1.231357066474953
ICE,-1.2392366966944257
CRH,-1.2582610927125406
BG,-1.2590563178300926
HRB,-1.2802246070616747
NYT,-1.290887592478587
VLO,-1.3463141144112574
GRMN,-1.3482575099352532
BAC,-1.3771124682699947
NVR,-1.380237843946626
URBN,-1.4114712721267182
RVTY,-1.424958243493173
DVA,-1.5005130473633819
MPWR,-1.527559748392867
TFC,-1.5669817434123052
SYK,-1.6385260391911864
TMO,-1.6644811844750769
DGX,-1.7478690050871644
CTRA,-1.762858953753046
GILD,-1.8436339754227102
MAS,-2.0693732403284355
BSX,-2.0756443856743485
STX,-2.134769401061905
LYV,-2.2336862090245115
RRC,-2.2358895708609907
MU,-2.561085983458552
NVDA,-2.716980051301595
WDC,-2.893863985201814
