ticker,composite_score
ORLY,2.4666435902372337
BKNG,2.282121564957981
AAP,2.1647402163467575
DHI,2.068197716628142
SWKS,2.014772352309734
VTRS,2.006937827664209
AKAM,1.9522917972122484
AZO,1.9462260397521853
BR,1.9286976946049286
MNST,1.692209499959826
AMZN,1.6676411569057163
LKQ,1.6187799458237069
NEM,1.5929552614703493
V,1.5714214633505637
ILMN,1.5714104506251467
TDG,1.5139952710789952
TYL,1.509161793632175
FIS,1.5072362648605417
AN,1.4919468258024207
MKTX,1.4698138363833388
CF,1.465387567247193
HRL,1.452916879164758
TDC,1.4441706837306765
CMG,1.4349058118260531
DRI,1.400406827329308
WBD,1.3871500728234958
MA,1.3416767515566548
TJX,1.3366902873471975
TMUS,1.304411594340766
ROL,1.2624176916547487
AA,-1.4799340921219375
COF,-1.48344541925236
GE,-1.534275453038831
AXP,-1.5507131791844562
JBL,-1.5647048989914443
R,-1.58422775511603
NWL,-1.5948082068543774
UDR,-1.596071524012912
CBRE,-1.6400364555418343
VNO,-1.6510805692616797
PLD,-1.6533648354303034
WFC,-1.660587651013658
AFL,-1.6646217361813183
MET,-1.741323859001412
WHR,-1.7648982960463222
URI,-1.7793693378543685
TEL,-1.8228539626817868
MAS,-1.8336337509660239
HST,-1.8391128132171746
WYNN,-1.9033170544671005
LYV,-1.9161795868596707
PRU,-2.0679531566774236
IP,-2.1267847263276245
ZION,-2.147366349115932
KIM,-2.156376526795522
DD,-2.3351716586366393
AIV,-2.4237784951031527
SLM,-2.518708109467715
TXT,-2.5388613075192312
BAC,-2.669998864061307
