ticker,composite_score
NEM,2.7526647014215198
EW,2.664167132350762
AKAM,2.1477894694306343
MTB,1.986055306583709
SWKS,1.8775112703956311
AMT,1.8160628628135804
HAS,1.8051168106865962
PRGO,1.753595856125913
ILMN,1.688122959237183
DECK,1.6800645999411103
HSY,1.6754847328411855
BMY,1.5963868476378416
SJM,1.5880686379229454
AZO,1.5760772906571316
COR,1.5737022531347464
KDP,1.5674476075666712
CMG,1.5484869579189482
AVGO,1.4712901947800932
FFIV,1.4631799543931412
CRM,1.447171038286668
DLR,1.440587695136469
DLTR,1.382984757830715
NTAP,1.2785086236769265
AAP,1.2732780383885047
BBT,1.2521621206738263
WEC,1.2226223319807659
ROST,1.2102181279527056
AOS,1.2100350962582311
ERIE,1.2093620433782033
FAST,1.1964831293479936
ANF,-1.3981378424762294
AES,-1.4031556048689446
STT,-1.4117920980544019
REGN,-1.4205471073960956
FDX,-1.4277485893664315
NOV,-1.4696341771988441
SCHW,-1.4741534394459876
GPN,-1.479911753809431
LEN,-1.4997179796947324
AXON,-1.5197876800984047
BX,-1.5233477477059036
WDC,-1.5337551414489021
WY,-1.5631974598999183
MS,-1.577628521054438
TXT,-1.635297117893987
URI,-1.6505291322895976
AA,-1.6828509251205443
FCX,-1.7053730680684913
TLAB,-1.720941976773549
BBY,-1.7676319148427435
STX,-1.7749323276970923
DHI,-1.8225992573549243
TTWO,-1.8586579710478717
ADBE,-1.9238389549961852
MOS,-1.9477077697438099
BLK,-1.983730240139217
MAS,-2.086771560401232
HOG,-2.176993325523627
PHM,-2.388720985031324
NVDA,-2.7677273949603496
