ticker,composite_score
ZION,3.0
URI,3.0
AKAM,2.75648932343514
AIV,2.5417867172877324
WHR,2.4838659264135705
DPZ,2.084359268807928
AVB,2.037180243081357
CMG,1.9657967932532454
TLAB,1.951219405489185
CMI,1.9295619440549294
EQR,1.8116976237720777
EXR,1.7905707231739951
LYV,1.7821302300727746
WYNN,1.753339744405538
HOG,1.7496909393842377
KEY,1.6743258567931365
MAR,1.6656257233239777
UDR,1.6011499889116731
ESS,1.581662082328777
TEL,1.5588019631338994
HST,1.5551934204400026
PVH,1.5542944829540002
EOG,1.5506617854426494
LEN,1.5481196590374338
CRM,1.482706484174571
ADSK,1.4547694029587133
FFIV,1.4344147387472654
PRGO,1.396863112870658
FAST,1.3878020538784015
WSM,1.3570631172946066
STT,-1.2777680531398932
GOOG,-1.3108766799466296
GOOGL,-1.3108772559583137
NVDA,-1.310950828883229
RHI,-1.3290576179476323
ALGN,-1.3326988823740091
FCX,-1.343992298954495
FE,-1.3988815436157724
IRM,-1.4430814694249239
EG,-1.4483244821606798
NYT,-1.4674602333884326
GPN,-1.4804731721944264
EBAY,-1.5049638559565386
CF,-1.5411342649079396
CI,-1.588636593531307
STLD,-1.6205643918692152
TYL,-1.6233275668703535
QCOM,-1.6933817474630657
FICO,-1.988619921442503
ELV,-1.9949145077321369
BSX,-2.004018505455247
MCO,-2.0060127076748926
MOS,-2.033717449859315
PPL,-2.090109212016828
GILD,-2.1129063492450157
GS,-2.257618436287425
BG,-2.29099229341838
BLK,-2.311317354686903
AXON,-2.326185273355868
BAX,-2.611159954860897
