ticker,composite_score
F,3.0
ALGN,2.3619567645169477
DHI,1.9715516235712565
AXP,1.8192684220913935
AN,1.7991334327541066
CBRE,1.6609722693655145
EXPE,1.6131456588184174
TPR,1.5792684668918917
LULU,1.5769747698681567
DPZ,1.4625857345750406
WSM,1.4422886279964386
MAR,1.4386223497446498
CMG,1.433952149017771
HOG,1.4214487967004679
ATI,1.406046802123571
HST,1.3619997026214865
SBUX,1.2552546233584607
TT,1.2490275082200555
FSLR,1.2111181081945501
RHI,1.2026135164167258
BWA,1.1895293200124613
IP,1.1603980287535343
IRM,1.1475144330581974
MNST,1.1386496307474094
EMN,1.1342002378195242
KLAC,1.1279253663095752
MKTX,1.1271694065405853
SEE,1.1172052415358125
PCAR,1.1024639039025435
BKNG,1.1024571330989659
COP,-0.9601508271881403
BAX,-0.9607647367050056
NSC,-0.9623175921427523
BAC,-0.9682782401674399
DECK,-0.9744677633275991
TTWO,-0.9855610273282802
INTU,-0.9961499373799035
CME,-1.015798061987594
LUV,-1.0213616792783338
MRK,-1.0219830973125124
ETR,-1.0524297086804677
CPB,-1.0545215804785006
NRG,-1.0607754287395215
BDX,-1.0751527553312328
NDAQ,-1.094656718994873
AEE,-1.1529073141188075
REGN,-1.1841248719366013
STZ,-1.2206724656306422
BG,-1.2231123040130407
ABT,-1.2335156412135335
MOS,-1.2338243044342625
IBKR,-1.3239228926869433
R,-1.4218859490363305
HRB,-1.5537608329901373
ZION,-1.641463225471877
ARE,-1.6757678384890689
RJF,-1.6849934269992781
INCY,-1.9190778910836623
KEY,-1.9235710442972063
SLM,-1.9785654554598535
