ticker,composite_score
CBRE,3.0
STX,2.6184444467900856
KMX,2.6108736670326538
ULTA,2.3439982030702247
SLM,2.2343488562685083
AES,2.045408056097974
AN,1.8902576776793174
MPWR,1.78120664071256
F,1.7683022420025767
WDC,1.7459924058773852
VRTX,1.732780797433957
MSCI,1.6363033576142092
FFIV,1.6126499462298063
WAT,1.5766395611052566
ICE,1.565905657962373
TDC,1.5161081614691836
SJM,1.4862031461330605
ODFL,1.4845151008511013
SW,1.4426087703417454
BWA,1.4364273246774109
MSI,1.3464738328848025
NRG,1.317875966469756
BLK,1.316598679177043
IVZ,1.3059142315475905
GLW,1.3008962081854105
GS,1.2321487583916404
ON,1.1661963893027498
DECK,1.1493676763452803
BKNG,1.1459750666882702
SWKS,1.1294795367202983
EQR,-1.133027587060746
UDR,-1.1483532239723302
AIV,-1.150126912925789
ESS,-1.1525089346397215
COP,-1.161083840051358
DAL,-1.1834203869016613
WY,-1.1851704971020478
USB,-1.1920346144419938
KEY,-1.2116413579192806
SNA,-1.2331118711642333
WAB,-1.2380653435645137
BIIB,-1.2719099332227501
AMP,-1.287490871071146
ARE,-1.289206311256978
LHX,-1.3030011887582105
AFL,-1.3031069028624205
MOS,-1.304698653800477
COF,-1.355315937803668
MNST,-1.4197495626613201
CAH,-1.6045280796019645
PNC,-1.6287284535512363
GE,-1.6312927839299607
LYV,-1.8779352806280514
VRSN,-1.9009580678211826
TMUS,-2.0129908005723474
NYT,-2.059932946489276
TXT,-2.1228353895885363
KIM,-2.2226776430515787
VLO,-2.375809460737584
ZION,-2.464326514113758
