ticker,composite_score
WYNN,3.0
ULTA,3.0
JBL,2.6462800929978716
AMD,2.5877022079255436
DD,2.4321643246563145
TXT,2.4308179316968808
KMX,2.2270167333190827
AIV,2.226243537675524
ISRG,2.217106690739591
LULU,2.061934881603911
LYV,1.867008595064747
UDR,1.8535139973097232
STX,1.830271497680098
AMP,1.8173268123061497
HST,1.802139047713165
MSI,1.7578930031973385
GRMN,1.7034290185413146
MU,1.645241053584846
DECK,1.5854115985768509
PVH,1.5374125934465512
URI,1.4905265307266888
NTAP,1.4400323827217836
RL,1.4208677006764423
NWL,1.40895939949116
TPR,1.3904004139824973
CDNS,1.364266489468588
CNX,1.3628977209367303
WSM,1.361565983287746
INCY,1.3533236623021676
WHR,1.3340872348170072
XOM,-1.0957994921221577
LLY,-1.0967776476259306
VZ,-1.1005580020680261
BG,-1.1033547974948248
DGX,-1.1076604480425165
SNA,-1.113594101813961
BRO,-1.1677155962164938
BSX,-1.1691160876347892
KEY,-1.1704308893140656
CPRT,-1.1707261236116406
LH,-1.2378772409258587
NDAQ,-1.2391826156072652
WMT,-1.2400084454472817
XRX,-1.2590983634782174
MDLZ,-1.2601550791929355
BBT,-1.2660767623416973
ORLY,-1.2713520742900546
AEE,-1.2928874211026353
IRM,-1.416647097961659
LDOS,-1.4198553143177164
KR,-1.424365182553458
AAP,-1.4599855640512396
DHI,-1.466910813626778
ELV,-1.512914621824569
REGN,-1.6179229602869207
UNH,-1.7160427650855596
PHM,-1.7637693898779787
ODFL,-1.788714083945536
SPGI,-2.3161071087316487
MCO,-2.606481294955648
